"x","y","z","Stardesc","Multiple","Colour","Name","Planet Count","Atmosphere","Temperature","Biosphere","Population","TechLevel","World Tag 1","World Tag 2","GalacticX","GalacticY","clusterNum","mapcolour","FullName"
184,166.52,0,"Type'G'yellow star",1,"#C8DC00","Dasida","4","Inert Gas|Breathable Mix|Breathable Mix|Inert Gas|","Variable cold-to-temperate|Variable cold-to-temperate|Warm|Temperate|","No native biosphere|Human-miscible biosphere|Immiscible biosphere|No native biosphere|","Failed colony|Outpost|Millions|Millions|","3. Twentieth-century|0. Stone age|4. Baseline postech|4. Baseline postech|","Badlands World|Civil War|Colonized Population|Area 51|","Badlands World|Civil War|Colonized Population|Area 51|",77934,99916.52,"1","#ffe119","Dasida"
194,205.16,106,"Type'M'flare star",0,"#C80000","","4","Inert Gas|Inert Gas|Breathable Mix|Airless/Thin Atmosphere|","Cold|Variable cold-to-temperate|Variable temperate-to-warm|Variable temperate-to-warm|","Immiscible biosphere|Human-miscible biosphere|Hybrid biosphere|Hybrid biosphere|","Millions|Hundreds of thousands|Billions|Hundreds of thousands|","4. with specialties or surviving pretech|1. Medieval|4. with specialties or surviving pretech|4. Baseline postech|","Colonized Population|Alien Ruins|Desert World|Out of Contact|","Colonized Population|Alien Ruins|Desert World|Out of Contact|",77944,99955.16,"1","#ffe119","Pibotini"
90,39.56,0,"Type'M'flare star",5,"#C80000","","1","Corrosive|","Variable cold-to-temperate|","Human-miscible biosphere|","Millions|","0. Stone age|","Alien Ruins|","Alien Ruins|",77840,99789.56,"1","#ffe119","Bedorunre"
241,223.56,7,"Type'M'flare star",0,"#C80000","Runuinra","2","Corrosive, and invasive atmosphere|Breathable Mix|","Warm|Temperate|","Human-miscible biosphere|Human-miscible biosphere|","Tens of thousands|Aliens|","4. Baseline postech|1. Medieval|","Abandoned Colony|Abandoned Colony|","Abandoned Colony|Abandoned Colony|",77991,99973.56,"1","#ffe119","Runuinra"
38,18.4,0,"Type'M'flare star",1,"#C80000","Aru","3","Invasive, toxic atmosphere|Invasive, toxic atmosphere|Breathable Mix|","Cold|Temperate|Variable temperate-to-warm|","Human-miscible biosphere|No native biosphere|Hybrid biosphere|","Millions|Aliens|Billions|","4. Baseline postech|2. Nineteenth-century|4. with specialties or surviving pretech|","Cold War|Area 51|Desert World|","Cold War|Area 51|Desert World|",77788,99768.4,"1","#ffe119","Aru"
218,69,0,"Faint type'M'red star",5,"#C80000","Dagidonongkuda","4","Invasive, toxic atmosphere|Breathable Mix|Breathable Mix|Airless/Thin Atmosphere|","Temperate|Temperate|Variable temperate-to-warm|Warm|","Hybrid biosphere|No native biosphere|Hybrid biosphere|Human-miscible biosphere|","Billions|Billions|Billions|Millions|","4. Baseline postech|3. Twentieth-century|4. with specialties or surviving pretech|4. Baseline postech|","Badlands World|Alien Ruins|Desert World|Desert World|","Badlands World|Alien Ruins|Desert World|Desert World|",77968,99819,"1","#ffe119","Dagidonongkuda"
25,12.88,0,"Type'M'flare star",1,"#C80000","Bete","5","Thick atmosphere, breathable with a pressure mask|Breathable Mix|Invasive, toxic atmosphere|Airless/Thin Atmosphere|Breathable Mix|","Cold|Temperate|Warm|Temperate|Temperate|","No native biosphere|Human-miscible biosphere|Human-miscible biosphere|Hybrid biosphere|No native biosphere|","Billions|Hundreds of thousands|Billions|Outpost|Hundreds of thousands|","0. Stone age|4. Baseline postech|4. Baseline postech|4. with specialties or surviving pretech|3. Twentieth-century|","Civil War|Civil War|Abandoned Colony|Alien Ruins|Bubble Cities|","Civil War|Civil War|Abandoned Colony|Alien Ruins|Bubble Cities|",77775,99762.88,"1","#ffe119","Bete"
210,208.84,0,"Type'M'flare star",0,"#C80000","","1","Thick atmosphere, breathable with a pressure mask|","Variable cold-to-temperate|","Engineered biosphere|","Millions|","4. with specialties or surviving pretech|","Altered Humanity|","Altered Humanity|",77960,99958.84,"1","#ffe119","Runro"
237,157.32,0,"Type'M'flare star",0,"#C80000","Dano","2","Breathable Mix|Invasive, toxic atmosphere|","Temperate|Variable cold-to-temperate|","Hybrid biosphere|Human-miscible biosphere|","Billions|Outpost|","5. Pretech|3. Twentieth-century|","Cold War|Area 51|","Cold War|Area 51|",77987,99907.32,"1","#ffe119","Dano"
2,123.28,0,"Type'M'flare star",0,"#C80000","Basu","3","Breathable Mix|Breathable Mix|Thick atmosphere, breathable with a pressure mask|","Variable temperate-to-warm|Temperate|Cold|","Immiscible biosphere|Human-miscible biosphere|Human-miscible biosphere|","Hundreds of thousands|Hundreds of thousands|Hundreds of thousands|","2. Nineteenth-century|4. Baseline postech|2. Nineteenth-century|","Cold War|Civil War|Altered Humanity|","Cold War|Civil War|Altered Humanity|",77752,99873.28,"1","#ffe119","Basu"
228,57.96,1,"Faint type'M'red star",0,"#C80000","Sumibobo","4","Breathable Mix|Invasive, toxic atmosphere|Thick atmosphere, breathable with a pressure mask|Breathable Mix|","Variable temperate-to-warm|Temperate|Cold|Variable cold-to-temperate|","Hybrid biosphere|Human-miscible biosphere|Biosphere remnants|Biosphere remnants|","Hundreds of thousands|Hundreds of thousands|Tens of thousands|Tens of thousands|","2. Nineteenth-century|4. Baseline postech|4. Baseline postech|1. Medieval|","Out of Contact|Civil War|Bubble Cities|Cold War|","Out of Contact|Civil War|Bubble Cities|Cold War|",77978,99807.96,"1","#ffe119","Sumibobo"
114,94.76,184,"Type'M'red star",0,"#C80000","Hudino","5","Breathable Mix|Breathable Mix|Invasive, toxic atmosphere|Invasive, toxic atmosphere|Breathable Mix|","Warm|Temperate|Warm|Temperate|Temperate|","Microbial life|Human-miscible biosphere|Human-miscible biosphere|Human-miscible biosphere|No native biosphere|","Billions|Hundreds of thousands|Hundreds of thousands|Failed colony|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|4. Baseline postech|3. Twentieth-century|3. Twentieth-century|","Abandoned Colony|Civil War|Civil War|Abandoned Colony|Badlands World|","Abandoned Colony|Civil War|Civil War|Abandoned Colony|Badlands World|",77864,99844.76,"1","#ffe119","Hudino"
41,168.36,76,"Type'M'flare star",1,"#C80000","Kedido","2","Breathable Mix|Thick atmosphere, breathable with a pressure mask|","Cold|Temperate|","Human-miscible biosphere|Human-miscible biosphere|","Hundreds of thousands|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|","Civil War|Civil War|","Civil War|Civil War|",77791,99918.36,"1","#ffe119","Kedido"
27,88.32,0,"Type'M'flare star",3,"#C80000","Barontepa","2","Breathable Mix|Inert Gas|","Warm|Temperate|","Hybrid biosphere|Human-miscible biosphere|","Millions|Hundreds of thousands|","3. Twentieth-century|4. Baseline postech|","Altered Humanity|Civil War|","Altered Humanity|Civil War|",77777,99838.32,"1","#ffe119","Barontepa"
83,223.56,0,"Type'M'flare star",0,"#C80000","Dugu","3","Breathable Mix|Airless/Thin Atmosphere|Invasive, toxic atmosphere|","Warm|Temperate|Cold|","No native biosphere|Human-miscible biosphere|Human-miscible biosphere|","Tens of thousands|Millions|Billions|","0. Stone age|4. Baseline postech|5. Pretech|","Desert World|Cold War|Civil War|","Desert World|Cold War|Civil War|",77833,99973.56,"1","#ffe119","Dugu"
9,168.36,1,"Type'M'flare star",1,"#C80000","Kaera","4","Breathable Mix|Inert Gas|Invasive, toxic atmosphere|Breathable Mix|","Warm|Temperate|Variable cold-to-temperate|Temperate|","Microbial life|Human-miscible biosphere|Microbial life|Microbial life|","Outpost|Hundreds of thousands|Hundreds of thousands|Hundreds of thousands|","0. Stone age|4. Baseline postech|4. Baseline postech|2. Nineteenth-century|","Desert World|Cold War|Area 51|Altered Humanity|","Desert World|Cold War|Area 51|Altered Humanity|",77759,99918.36,"1","#ffe119","Kaera"
32,86.48,2,"Type'M'flare star",0,"#C80000","","1","Breathable Mix|","Temperate|","Engineered biosphere|","Hundreds of thousands|","5. Pretech|","Desert World|","Desert World|",77782,99836.48,"1","#ffe119","Hobi"
115,22.08,0,"Faint type'M'red star",0,"#C80000","Amomike","2","Breathable Mix|Breathable Mix|","Warm|Temperate|","Immiscible biosphere|Human-miscible biosphere|","Hundreds of thousands|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|","Bubble Cities|Bubble Cities|","Bubble Cities|Bubble Cities|",77865,99772.08,"1","#ffe119","Amomike"
13,168.36,29,"Type'M'flare star",0,"#C80000","Dagi","3","Breathable Mix|Corrosive, and invasive atmosphere|Breathable Mix|","Frozen|Cold|Temperate|","Human-miscible biosphere|No native biosphere|Biosphere remnants|","Failed colony|Aliens|Millions|","4. Baseline postech|5. Pretech|5. Pretech|","Cold War|Bubble Cities|Abandoned Colony|","Cold War|Bubble Cities|Abandoned Colony|",77763,99918.36,"1","#ffe119","Dagi"
66,123.28,0,"Faint type'M'red star",0,"#C80000","","4","Airless/Thin Atmosphere|Thick atmosphere, breathable with a pressure mask|Breathable Mix|Airless/Thin Atmosphere|","Frozen|Cold|Variable temperate-to-warm|Cold|","Microbial life|Microbial life|Hybrid biosphere|Human-miscible biosphere|","Hundreds of thousands|Hundreds of thousands|Billions|Hundreds of thousands|","1. Medieval|4. Baseline postech|4. with specialties or surviving pretech|4. Baseline postech|","Bubble Cities|Bubble Cities|Desert World|Badlands World|","Bubble Cities|Bubble Cities|Desert World|Badlands World|",77816,99873.28,"1","#ffe119","Sanonta"
237,230.92,24,"Type'M'flare star",0,"#C80000","","4","Airless/Thin Atmosphere|Airless/Thin Atmosphere|Thick atmosphere, breathable with a pressure mask|Inert Gas|","Warm|Warm|Variable temperate-to-warm|Cold|","Immiscible biosphere|Human-miscible biosphere|Hybrid biosphere|No native biosphere|","Failed colony|Tens of thousands|Billions|Billions|","2. Nineteenth-century|4. Baseline postech|4. with specialties or surviving pretech|4. Baseline postech|","Desert World|Area 51|Desert World|Area 51|","Desert World|Area 51|Desert World|Area 51|",77987,99980.92,"1","#ffe119","Bede"
82,119.6,0,"Type'M'flare star",0,"#C80000","","1","Inert Gas|","Cold|","No native biosphere|","Millions|","3. Twentieth-century|","Abandoned Colony|","Abandoned Colony|",77832,99869.6,"1","#ffe119","Nadanta"
210,57.04,-1,"Type'M'flare star",0,"#C80000","","2","Breathable Mix|Airless/Thin Atmosphere|","Cold|Cold|","Human-miscible biosphere|Immiscible biosphere|","Outpost|Hundreds of thousands|","4. Baseline postech|3. Twentieth-century|","Colonized Population|Badlands World|","Colonized Population|Badlands World|",77960,100057.04,"1","#ffe119","Engkekengki"
-3,161,0,"Type'M'flare star",0,"#C80000","","4","Breathable Mix|Corrosive, and invasive atmosphere|Inert Gas|Thick atmosphere, breathable with a pressure mask|","Warm|Variable temperate-to-warm|Cold|Frozen|","Human-miscible biosphere|No native biosphere|No native biosphere|Human-miscible biosphere|","Tens of thousands|Millions|Hundreds of thousands|Billions|","2. Nineteenth-century|3. Twentieth-century|2. Nineteenth-century|3. Twentieth-century|","Cold War|Bubble Cities|Bubble Cities|Altered Humanity|","Cold War|Bubble Cities|Bubble Cities|Altered Humanity|",77747,100161,"2","#4363d8","Chili"
17,1.84,0,"Type'M'flare star",0,"#C80000","","1","Airless/Thin Atmosphere|","Cold|","No native biosphere|","Hundreds of thousands|","3. Twentieth-century|","Colonized Population|","Colonized Population|",77767,100001.84,"1","#ffe119","Amentabo"
83,160.08,-4,"Type'M'flare star",0,"#C80000","","2","Airless/Thin Atmosphere|Breathable Mix|","Cold|Cold|","Engineered biosphere|Microbial life|","Hundreds of thousands|Outpost|","5. Pretech|3. Twentieth-century|","Desert World|Abandoned Colony|","Desert World|Abandoned Colony|",77833,100160.08,"2","#4363d8","Ailo"
9,168.36,-1,"Type'M'flare star",1,"#C80000","Fiontrinrublian","4","Airless/Thin Atmosphere|Breathable Mix|Breathable Mix|Breathable Mix|","Variable cold-to-temperate|Frozen|Cold|Temperate|","Human-miscible biosphere|Human-miscible biosphere|No native biosphere|Microbial life|","Outpost|Millions|Tens of thousands|Aliens|","2. Nineteenth-century|3. Twentieth-century|2. Nineteenth-century|2. Nineteenth-century|","Altered Humanity|Alien Ruins|Area 51|Badlands World|","Altered Humanity|Alien Ruins|Area 51|Badlands World|",77759,100168.36,"2","#4363d8","Fiontrinrublian"
33,86.48,-2,"Type'M'flare star",0,"#C80000","","1","Inert Gas|","Warm|","Engineered biosphere|","Hundreds of thousands|","1. Medieval|","Badlands World|","Badlands World|",77783,100086.48,"2","#4363d8","Taibe"
233,32.2,0,"White dwarf star",1,"#C8C8C8","","3","Inert Gas|Breathable Mix|Breathable Mix|","Cold|Warm|Cold|","Immiscible biosphere|Immiscible biosphere|No native biosphere|","Outpost|Billions|Tens of thousands|","4. Baseline postech|4. Baseline postech|2. Nineteenth-century|","Area 51|Bubble Cities|Badlands World|","Area 51|Bubble Cities|Badlands World|",77983,100032.2,"1","#ffe119","Dero"
88,87.4,-120,"Type'M'red star",1,"#C80000","Gioba","4","Corrosive|Airless/Thin Atmosphere|Breathable Mix|Breathable Mix|","Cold|Variable temperate-to-warm|Cold|Temperate|","No native biosphere|Hybrid biosphere|Microbial life|Human-miscible biosphere|","Billions|Billions|Hundreds of thousands|Hundreds of thousands|","0. Stone age|4. with specialties or surviving pretech|3. Twentieth-century|1. Medieval|","Bubble Cities|Desert World|Abandoned Colony|Alien Ruins|","Bubble Cities|Desert World|Abandoned Colony|Alien Ruins|",77838,100087.4,"2","#4363d8","Gioba"
218,205.16,-82,"Faint type'M'red star",5,"#C80000","","1","Corrosive, and invasive atmosphere|","Cold|","No native biosphere|","Hundreds of thousands|","1. Medieval|","Desert World|","Desert World|",77968,100205.16,"2","#4363d8","Thuyoibia"
25,12.88,0,"Type'M'flare star",1,"#C80000","","3","Invasive, toxic atmosphere|Invasive, toxic atmosphere|Corrosive, and invasive atmosphere|","Frozen|Warm|Cold|","Microbial life|Hybrid biosphere|No native biosphere|","Outpost|Outpost|Tens of thousands|","3. Twentieth-century|1. Medieval|2. Nineteenth-century|","Bubble Cities|Out of Contact|Altered Humanity|","Bubble Cities|Out of Contact|Altered Humanity|",77775,100012.88,"1","#ffe119","Himobo"
210,208.84,0,"Type'M'flare star",0,"#C80000","Chingai","4","Invasive, toxic atmosphere|Breathable Mix|Airless/Thin Atmosphere|Breathable Mix|","Temperate|Warm|Warm|Temperate|","Engineered biosphere|Immiscible biosphere|Human-miscible biosphere|Engineered biosphere|","Hundreds of thousands|Millions|Hundreds of thousands|Billions|","1. Medieval|4. Baseline postech|4. Baseline postech|4. with specialties or surviving pretech|","Alien Ruins|Colonized Population|Area 51|Alien Ruins|","Alien Ruins|Colonized Population|Area 51|Alien Ruins|",77960,100208.84,"2","#4363d8","Chingai"
237,157.32,0,"Type'M'flare star",0,"#C80000","","1","Thick atmosphere, breathable with a pressure mask|","Warm|","Immiscible biosphere|","Billions|","4. Baseline postech|","Civil War|","Civil War|",77987,100157.32,"2","#4363d8","Bidria"
2,123.28,0,"Type'M'flare star",0,"#C80000","","3","Thick atmosphere, breathable with a pressure mask|Corrosive|Airless/Thin Atmosphere|","Warm|Warm|Variable cold-to-temperate|","Immiscible biosphere|Immiscible biosphere|No native biosphere|","Millions|Millions|Hundreds of thousands|","4. Baseline postech|4. Baseline postech|4. with specialties or surviving pretech|","Colonized Population|Colonized Population|Bubble Cities|","Colonized Population|Colonized Population|Bubble Cities|",77752,100123.28,"2","#4363d8","Fiobe"
228,57.96,-1,"Faint type'M'red star",0,"#C80000","Nukendaba","4","Breathable Mix|Breathable Mix|Airless/Thin Atmosphere|Breathable Mix|","Temperate|Warm|Warm|Cold|","Microbial life|Immiscible biosphere|No native biosphere|Human-miscible biosphere|","Hundreds of thousands|Millions|Hundreds of thousands|Failed colony|","4. Baseline postech|4. Baseline postech|4. Baseline postech|1. Medieval|","Out of Contact|Colonized Population|Altered Humanity|Cold War|","Out of Contact|Colonized Population|Altered Humanity|Cold War|",77978,100057.96,"1","#ffe119","Nukendaba"
114,94.76,-184,"Type'M'red star",0,"#C80000","","1","Breathable Mix|","Variable cold-to-temperate|","No native biosphere|","Billions|","3. Twentieth-century|","Civil War|","Civil War|",77864,100094.76,"2","#4363d8","Krebredroidra"
41,168.36,-76,"Type'M'flare star",1,"#C80000","Krentrainmayio","3","Breathable Mix|Inert Gas|Airless/Thin Atmosphere|","Temperate|Warm|Temperate|","Human-miscible biosphere|Immiscible biosphere|Immiscible biosphere|","Billions|Millions|Hundreds of thousands|","5. Pretech|4. Baseline postech|4. Baseline postech|","Desert World|Colonized Population|Area 51|","Desert World|Colonized Population|Area 51|",77791,100168.36,"2","#4363d8","Krentrainmayio"
27,88.32,0,"Type'M'flare star",3,"#C80000","Aiyios","4","Breathable Mix|Breathable Mix|Corrosive, and invasive atmosphere|Thick atmosphere, breathable with a pressure mask|","Temperate|Frozen|Cold|Variable cold-to-temperate|","Human-miscible biosphere|Human-miscible biosphere|No native biosphere|No native biosphere|","Hundreds of thousands|Millions|Tens of thousands|Hundreds of thousands|","4. Baseline postech|1. Medieval|2. Nineteenth-century|4. Baseline postech|","Alien Ruins|Desert World|Badlands World|Alien Ruins|","Alien Ruins|Desert World|Badlands World|Alien Ruins|",77777,100088.32,"2","#4363d8","Aiyios"
